-2.500000000000000000e+01 3.378446115288220142e+00
-2.500000000000000000e+01 1.593984962406014949e+00
-2.500000000000000000e+01 1.373433583959899673e+00
-2.500000000000000000e+01 1.724310776942355794e+00
-2.500000000000000000e+01 3.749373433583959692e+00
-2.500000000000000000e+01 3.899749373433583521e+00
-2.500000000000000000e+01 7.619047619047618625e-01
-2.500000000000000000e+01 6.817042606516290348e-01
-2.500000000000000000e+01 6.015037593984962072e-01
-2.500000000000000000e+01 1.483709273182957311e+00
-2.500000000000000000e+01 5.513784461152881899e-01
-2.500000000000000000e+01 3.809523809523809312e-01
-2.500000000000000000e+01 2.536340852130325452e+00
-2.500000000000000000e+01 1.052631578947368363e+00
-2.500000000000000000e+01 1.303258145363408449e+00
-2.500000000000000000e+01 1.283208020050125242e+00
-2.500000000000000000e+01 1.323308270676691656e+00
-2.500000000000000000e+01 2.997493734335839655e+00
-2.500000000000000000e+01 4.010025062656641381e-01
-2.500000000000000000e+01 2.375939849624059796e+00
-2.500000000000000000e+01 2.927318295739348208e+00
-2.500000000000000000e+01 7.117794486215538452e-01
-2.500000000000000000e+01 7.418546365914786556e-01
-2.500000000000000000e+01 3.318295739348370965e+00
-2.500000000000000000e+01 2.055137844611528486e+00
-2.500000000000000000e+01 1.223057644110275621e+00
-2.500000000000000000e+01 3.388471177944861967e+00
-2.500000000000000000e+01 1.984962406015037484e+00
-2.500000000000000000e+01 2.385964912280701622e+00
-2.500000000000000000e+01 9.423558897243107246e-01
-2.500000000000000000e+01 2.706766917293232932e-01
-2.500000000000000000e+01 4.010025062656641381e-02
-2.500000000000000000e+01 2.105263157894736725e-01
-2.500000000000000000e+01 2.847117794486215381e+00
-2.500000000000000000e+01 1.042606516290726759e+00
-2.500000000000000000e+01 1.834586466165413432e+00
-2.500000000000000000e+01 2.255639097744360555e+00
-2.500000000000000000e+01 1.624060150375939759e+00
-2.500000000000000000e+01 3.548872180451127623e+00
-2.500000000000000000e+01 1.614035087719298156e+00
-2.500000000000000000e+01 1.203007518796992414e+00
-2.500000000000000000e+01 2.796992481203007586e+00
-2.500000000000000000e+01 3.498746867167919383e+00
-2.500000000000000000e+01 1.192982456140350811e+00
-2.500000000000000000e+01 1.664160401002506173e+00
-2.500000000000000000e+01 1.694235588972430984e+00
-2.500000000000000000e+01 2.666666666666666519e+00
-2.500000000000000000e+01 3.438596491228070207e+00
-2.500000000000000000e+01 3.829573934837092519e+00
-2.500000000000000000e+01 3.097744360902255245e+00
-2.500000000000000000e+01 7.819548872180450694e-01
-2.500000000000000000e+01 2.195488721804511378e+00
-2.500000000000000000e+01 2.516290726817042689e+00
-2.500000000000000000e+01 3.639097744360902276e+00
-2.500000000000000000e+01 1.563909774436090139e+00
-2.500000000000000000e+01 2.736842105263157521e+00
-2.500000000000000000e+01 3.779448621553884280e+00
-2.500000000000000000e+01 1.754385964912280604e+00
