-1.092479903008276665e+01 1.272296763576933998e+00
6.999222372758623578e+00 3.923027255955152004e+00
-1.224254339801194824e+01 3.369659941803816672e+00
-9.679017132756149167e+00 1.370160503447592992e+00
-2.422441889648215252e+01 1.500833620601871754e+00
-1.164269745068121154e+01 1.104148723210807814e+00
-2.322339191223694144e+01 4.944091987157751000e-01
-3.810685647838276680e-01 8.849349002615601867e-01
-1.012681773173495436e+01 3.132032034527770126e+00
2.237797372395255735e+01 1.830518601716806248e+00
3.341174620192138178e+00 1.376597376070086920e+00
1.719922580612529828e+01 3.416921642392098502e+00
1.913708138017293692e+01 2.601029466895933950e+00
2.195416934001665510e+01 2.442862557527160305e+00
-1.985188571262965240e+01 2.444300739233246755e+00
1.658140109746458535e+00 1.713672661138346598e+00
-1.053180116070990380e+00 2.356750198974994159e+00
7.824211829630705495e+00 2.692922164154655906e+00
1.517634843556140112e+01 1.754129621922714821e-01
-2.119048474578093533e+01 3.726813945248267590e+00
-1.395816153240658686e+01 3.320433717441891641e+00
2.458235191913335171e+01 1.544271285082031042e+00
1.160098537256576634e+01 1.732815039913664146e+00
1.565715211430232756e+01 1.880910062943131456e+00
1.195312170999016388e+01 2.024888196535398865e+00
9.034460091198219800e+00 1.648184944434363253e+00
-1.138856709392328881e+01 1.087453201567384786e+00
-3.277804288682975908e+00 9.081439999350056080e-01
1.515923200555712924e+01 3.626558644855819136e+00
1.619376168880528866e+01 3.520365115632903219e+00
2.169629928053986134e+00 3.580009197503692064e+00
-2.235903821027704197e+01 2.232329715917536372e+00
-2.169658709476801306e+01 1.699772223291204698e+00
2.178905637641565107e+01 3.257424102779059805e+00
1.893166157116951354e+01 2.136165303566580853e+00
1.252129483550493916e+01 3.931371457716267503e+00
7.914027528839852721e+00 1.342412464654445081e+00
-6.604362463622219792e+00 2.548510979491323436e+00
-1.124999946114721716e+01 1.584676501764020085e+00
-2.206589461014181097e+01 2.725549238177928935e+00
2.122744689838862087e+01 1.982550458013089198e-02
-1.760435229377177180e+01 2.741143324486728705e+00
1.864197452823118084e+01 6.849482131870413548e-01
-1.761017587917116600e+01 3.584023049562057750e+00
-5.725129618113129482e-01 3.466892911237693831e+00
-2.437394417879106712e+01 3.889383304184961698e+00
-9.756734378257936768e+00 1.176987578113522614e+00
1.417673004799519276e+01 9.011519933722469400e-01
-2.035238838261861005e+01 2.640416211180142358e+00
1.569347313693275936e+01 8.955718220715003230e-02
-6.420094551559145657e-01 9.451757328509131639e-01
-4.936373551422239103e+00 2.639228791312714151e+00
8.888920225024925514e+00 1.921319475227191598e+00
1.654676199490523913e+00 5.172821687587255690e-01
3.782972316264398671e+00 2.182099595804745995e+00
-2.096860585879502992e+01 2.528032737545983899e+00
1.765283022080971875e+00 8.676423908059038848e-01
-2.298512938642599224e+01 3.222612017314103738e+00
1.078479537725616666e+01 2.729821700814667462e+00
1.981176849190718059e+01 3.745597406271363283e+00
1.842106639144946456e+01 2.664687628188494806e+00
-1.085991965295890260e+01 2.286481950973020094e+00
1.170382099900078998e+01 2.340573059040837123e+00
2.158079974846665294e+01 2.290673221844632956e-02
-1.487707627844706337e+00 3.835475620892335180e-01
1.335675528790200417e+01 1.468806387582609618e+00
1.290344817864834681e-01 9.921065391350883944e-01
-2.354224662340762819e+01 6.822512061170348252e-01
1.031855771445209768e+01 1.910780255212842338e+00
2.280870361026209991e+01 1.212003992551244469e+00
-1.930410470302502901e+01 1.111743326553780387e+00
-1.310182588584584451e+01 9.411282749920292234e-01
-2.388366004076661753e+01 3.060854983831264864e+00
-1.924732541966216104e+01 1.417734307236331537e+00
-1.040091503306259924e+01 5.146785228539824120e-01
7.049202910636594765e+00 7.334621664438675248e-01
2.046296787743821000e+01 1.296593865929151823e+00
-4.635110757302534523e+00 2.237925206184945726e+00
-1.478936595902920814e+01 3.029361185408093182e-01
1.989973770478965065e+01 1.103569178058145250e-01
-1.614518919451045065e+01 1.243718314217391874e-01
-1.197592641296292371e+01 1.489736568869754585e+00
-7.159432869400024657e+00 3.800324916937308117e+00
-1.662531124308777919e+00 2.104774831624002474e+00
3.648275922948997163e+00 1.584096924757648184e+00
-1.764076450702543042e+00 1.580856679861072145e+00
1.477306703737358617e+01 1.543305326141755529e+00
-5.907929684821773719e+00 1.064713623309803792e+00
5.718583759628437235e+00 5.772541232228988184e-01
2.099268480038917062e+01 3.590390055093405586e+00
-2.179416031419039612e+01 3.734489221467971909e+00
-3.066257257573919759e+00 3.507835972039938355e+00
-8.938094234758192869e+00 3.313477584897007722e-01
1.775612444800351142e+01 9.979126449608274330e-01
-2.733491897871765275e+00 7.440294299042061743e-01
-1.048874352052425429e+01 3.086909643253834989e+00
1.157823769641318989e+01 3.480020299344764201e+00
-9.286404893805555005e+00 1.757291932188097539e+00
-4.105484939163694946e+00 3.069572747273541236e+00
-2.471818155625405566e+01 2.399577276491497990e+00
-7.343058315583785856e+00 2.103323723991863403e+00
7.961279729086697898e+00 2.013721510582468177e+00
-1.129861392191345359e+01 3.767956368180470417e+00
2.928673108968371963e+00 2.466996180847547959e-01
-1.700818857999546196e+01 2.375099227634410948e+00
